Logging to Codes/train/MNISTFLlogs\1113PPGC_outbits1.log
[2024-11-13 18:28:30] Round 1/10 started
[2024-11-13 18:43:51] Training step 79
[2024-11-13 18:44:03] Training step 80
[2024-11-13 18:44:14] Training step 81
[2024-11-13 18:44:26] Training step 82
[2024-11-13 18:44:37] Training step 83
[2024-11-13 18:44:49] Training step 84
[2024-11-13 18:45:01] Training step 85
[2024-11-13 18:45:13] Training step 86
[2024-11-13 18:45:24] Training step 87
[2024-11-13 18:45:36] Training step 88
[2024-11-13 18:45:48] Training step 89
[2024-11-13 18:46:00] Training step 90
[2024-11-13 18:46:12] Training step 91
[2024-11-13 18:46:23] Training step 92
[2024-11-13 18:46:35] Training step 93
[2024-11-13 18:46:47] Training step 94
[2024-11-13 18:46:59] Training step 95
[2024-11-13 18:47:11] Training step 96
[2024-11-13 18:47:23] Training step 97
[2024-11-13 18:47:34] Training step 98
[2024-11-13 18:47:46] Training step 99
[2024-11-13 18:47:58] Training step 100
[2024-11-13 18:48:10] Training step 101
[2024-11-13 18:48:22] Training step 102
[2024-11-13 18:48:34] Training step 103
[2024-11-13 18:48:45] Training step 104
[2024-11-13 18:48:57] Training step 105
[2024-11-13 18:49:09] Training step 106
[2024-11-13 18:49:21] Training step 107
[2024-11-13 18:49:32] Training step 108
[2024-11-13 18:49:44] Training step 109
[2024-11-13 18:49:55] Training step 110
[2024-11-13 18:50:07] Training step 111
[2024-11-13 18:50:19] Training step 112
[2024-11-13 18:50:30] Training step 113
[2024-11-13 18:50:42] Training step 114
[2024-11-13 18:50:54] Training step 115
[2024-11-13 18:51:05] Training step 116
[2024-11-13 18:51:17] Training step 117
[2024-11-13 18:51:29] Training step 118
[2024-11-13 18:51:41] Training step 119
[2024-11-13 18:51:52] Training step 120
[2024-11-13 18:52:04] Training step 121
[2024-11-13 18:52:16] Training step 122
[2024-11-13 18:52:28] Training step 123
[2024-11-13 18:52:39] Training step 124
[2024-11-13 18:52:51] Training step 125
[2024-11-13 18:53:03] Training step 126
[2024-11-13 18:53:15] Training step 127
[2024-11-13 18:53:27] Training step 128
[2024-11-13 18:53:39] Training step 129
[2024-11-13 18:53:51] Training step 130
[2024-11-13 18:54:03] Training step 131
[2024-11-13 18:54:15] Training step 132
[2024-11-13 18:54:26] Training step 133
[2024-11-13 18:54:38] Training step 134
[2024-11-13 18:54:50] Training step 135
[2024-11-13 18:55:02] Training step 136
[2024-11-13 18:55:14] Training step 137
[2024-11-13 18:55:25] Training step 138
[2024-11-13 18:55:37] Training step 139
[2024-11-13 18:55:49] Training step 140
[2024-11-13 18:56:01] Training step 141
[2024-11-13 18:56:12] Training step 142
[2024-11-13 18:56:24] Training step 143
[2024-11-13 18:56:35] Training step 144
[2024-11-13 18:56:47] Training step 145
[2024-11-13 18:56:59] Training step 146
[2024-11-13 18:57:11] Training step 147
[2024-11-13 18:57:22] Training step 148
[2024-11-13 18:57:34] Training step 149
[2024-11-13 18:57:46] Training step 150
[2024-11-13 18:57:58] Training step 151
[2024-11-13 18:58:09] Training step 152
[2024-11-13 18:58:21] Training step 153
[2024-11-13 18:58:33] Training step 154
[2024-11-13 18:58:45] Training step 155
[2024-11-13 18:58:56] Training step 156
[2024-11-13 18:59:08] Training step 157
[2024-11-13 18:59:20] Training step 158
[2024-11-13 18:59:32] Training step 159
[2024-11-13 18:59:44] Training step 160
[2024-11-13 18:59:56] Training step 161
[2024-11-13 19:00:08] Training step 162
[2024-11-13 19:00:19] Training step 163
[2024-11-13 19:00:31] Training step 164
[2024-11-13 19:00:43] Training step 165
[2024-11-13 19:00:55] Training step 166
[2024-11-13 19:01:06] Training step 167
[2024-11-13 19:01:18] Training step 168
[2024-11-13 19:01:30] Training step 169
[2024-11-13 19:01:42] Training step 170
[2024-11-13 19:01:53] Training step 171
[2024-11-13 19:02:05] Training step 172
[2024-11-13 19:02:16] Training step 173
[2024-11-13 19:02:28] Training step 174
[2024-11-13 19:02:40] Training step 175
[2024-11-13 19:02:52] Training step 176
[2024-11-13 19:03:04] Training step 177
[2024-11-13 19:03:15] Training step 178
[2024-11-13 19:03:27] Training step 179
[2024-11-13 19:03:39] Training step 180
[2024-11-13 19:03:51] Training step 181
[2024-11-13 19:04:03] Training step 182
[2024-11-13 19:04:14] Training step 183
[2024-11-13 19:04:26] Training step 184
[2024-11-13 19:04:38] Training step 185
[2024-11-13 19:04:50] Training step 186
[2024-11-13 19:05:02] Training step 187
[2024-11-13 19:05:14] Training step 188
[2024-11-13 19:05:26] Training client 2
[2024-11-13 19:05:26] Training step 1
[2024-11-13 19:05:38] Training step 2
[2024-11-13 19:05:50] Training step 3
[2024-11-13 19:06:02] Training step 4
[2024-11-13 19:06:13] Training step 5
[2024-11-13 19:06:25] Training step 6
[2024-11-13 19:06:37] Training step 7
[2024-11-13 19:06:49] Training step 8
[2024-11-13 19:07:01] Training step 9
[2024-11-13 19:07:13] Training step 10
[2024-11-13 19:07:25] Training step 11
[2024-11-13 19:07:36] Training step 12
[2024-11-13 19:07:48] Training step 13
[2024-11-13 19:08:00] Training step 14
[2024-11-13 19:08:11] Training step 15
[2024-11-13 19:08:23] Training step 16
[2024-11-13 19:08:35] Training step 17
[2024-11-13 19:08:46] Training step 18
[2024-11-13 19:08:58] Training step 19
[2024-11-13 19:09:10] Training step 20
[2024-11-13 19:09:22] Training step 21
[2024-11-13 19:09:34] Training step 22
[2024-11-13 19:09:46] Training step 23
[2024-11-13 19:09:57] Training step 24
[2024-11-13 19:10:09] Training step 25
[2024-11-13 19:10:21] Training step 26
[2024-11-13 19:10:33] Training step 27
[2024-11-13 19:10:45] Training step 28
[2024-11-13 19:10:57] Training step 29
[2024-11-13 19:11:09] Training step 30
[2024-11-13 19:11:21] Training step 31
[2024-11-13 19:11:33] Training step 32
[2024-11-13 19:11:44] Training step 33
[2024-11-13 19:11:56] Training step 34
[2024-11-13 19:12:08] Training step 35
[2024-11-13 19:12:20] Training step 36
[2024-11-13 19:12:32] Training step 37
[2024-11-13 19:12:44] Training step 38
[2024-11-13 19:12:56] Training step 39
[2024-11-13 19:13:07] Training step 40
[2024-11-13 19:13:19] Training step 41
[2024-11-13 19:13:31] Training step 42
[2024-11-13 19:13:42] Training step 43
[2024-11-13 19:13:54] Training step 44
[2024-11-13 19:14:06] Training step 45
[2024-11-13 19:14:17] Training step 46
[2024-11-13 19:14:29] Training step 47
[2024-11-13 19:14:41] Training step 48
[2024-11-13 19:14:52] Training step 49
[2024-11-13 19:15:04] Training step 50
[2024-11-13 19:15:16] Training step 51
[2024-11-13 19:15:28] Training step 52
[2024-11-13 19:15:40] Training step 53
[2024-11-13 19:15:51] Training step 54
[2024-11-13 19:16:03] Training step 55
[2024-11-13 19:16:15] Training step 56
[2024-11-13 19:16:27] Training step 57
[2024-11-13 19:16:39] Training step 58
[2024-11-13 19:16:50] Training step 59
[2024-11-13 19:17:02] Training step 60
[2024-11-13 19:17:14] Training step 61
[2024-11-13 19:17:26] Training step 62
[2024-11-13 19:17:38] Training step 63
[2024-11-13 19:17:50] Training step 64
[2024-11-13 19:18:02] Training step 65
[2024-11-13 19:18:14] Training step 66
[2024-11-13 19:18:26] Training step 67
[2024-11-13 19:18:38] Training step 68
[2024-11-13 19:18:50] Training step 69
[2024-11-13 19:19:02] Training step 70
[2024-11-13 19:19:13] Training step 71
[2024-11-13 19:19:25] Training step 72
[2024-11-13 19:19:37] Training step 73
[2024-11-13 19:19:49] Training step 74
[2024-11-13 19:20:00] Training step 75
[2024-11-13 19:20:12] Training step 76
[2024-11-13 19:20:23] Training step 77
[2024-11-13 19:20:35] Training step 78
[2024-11-13 19:20:47] Training step 79
[2024-11-13 19:20:59] Training step 80
[2024-11-13 19:21:11] Training step 81
[2024-11-13 19:21:22] Training step 82
[2024-11-13 19:21:34] Training step 83
[2024-11-13 19:21:46] Training step 84
[2024-11-13 19:21:58] Training step 85
[2024-11-13 19:22:10] Training step 86
[2024-11-13 19:22:21] Training step 87
[2024-11-13 19:22:33] Training step 88
[2024-11-13 19:22:45] Training step 89
[2024-11-13 19:22:57] Training step 90
[2024-11-13 19:23:09] Training step 91
[2024-11-13 19:23:21] Training step 92
[2024-11-13 19:23:33] Training step 93
[2024-11-13 19:23:45] Training step 94
[2024-11-13 19:23:56] Training step 95
[2024-11-13 19:24:08] Training step 96
[2024-11-13 19:24:20] Training step 97
[2024-11-13 19:24:32] Training step 98
[2024-11-13 19:24:44] Training step 99
[2024-11-13 19:24:56] Training step 100
[2024-11-13 19:25:08] Training step 101
[2024-11-13 19:25:19] Training step 102
[2024-11-13 19:25:31] Training step 103
[2024-11-13 19:25:43] Training step 104
[2024-11-13 19:25:54] Training step 105
[2024-11-13 19:26:06] Training step 106
[2024-11-13 19:26:18] Training step 107
[2024-11-13 19:26:29] Training step 108
[2024-11-13 19:26:41] Training step 109
[2024-11-13 19:26:53] Training step 110
[2024-11-13 19:27:05] Training step 111
[2024-11-13 19:27:16] Training step 112
[2024-11-13 19:27:28] Training step 113
[2024-11-13 19:27:40] Training step 114
[2024-11-13 19:27:52] Training step 115
[2024-11-13 19:28:03] Training step 116
[2024-11-13 19:28:15] Training step 117
[2024-11-13 19:28:27] Training step 118
[2024-11-13 19:28:39] Training step 119
[2024-11-13 19:28:51] Training step 120
[2024-11-13 19:29:03] Training step 121
[2024-11-13 19:29:15] Training step 122
[2024-11-13 19:29:26] Training step 123
[2024-11-13 19:29:38] Training step 124
[2024-11-13 19:29:50] Training step 125
[2024-11-13 19:30:02] Training step 126
[2024-11-13 19:30:14] Training step 127
[2024-11-13 19:30:26] Training step 128
[2024-11-13 19:30:38] Training step 129
[2024-11-13 19:30:50] Training step 130
[2024-11-13 19:31:02] Training step 131
[2024-11-13 19:31:13] Training step 132
[2024-11-13 19:31:25] Training step 133
[2024-11-13 19:31:37] Training step 134
[2024-11-13 19:31:48] Training step 135
[2024-11-13 19:32:00] Training step 136
[2024-11-13 19:32:12] Training step 137
[2024-11-13 19:32:23] Training step 138
[2024-11-13 19:32:35] Training step 139
[2024-11-13 19:32:47] Training step 140
[2024-11-13 19:32:59] Training step 141
[2024-11-13 19:33:11] Training step 142
[2024-11-13 19:33:22] Training step 143
[2024-11-13 19:33:34] Training step 144
[2024-11-13 19:33:46] Training step 145
[2024-11-13 19:33:58] Training step 146
[2024-11-13 19:34:10] Training step 147
[2024-11-13 19:34:21] Training step 148
[2024-11-13 19:34:33] Training step 149
[2024-11-13 19:34:45] Training step 150
[2024-11-13 19:34:57] Training step 151
[2024-11-13 19:35:09] Training step 152
[2024-11-13 19:35:20] Training step 153
[2024-11-13 19:35:32] Training step 154
[2024-11-13 19:35:44] Training step 155
[2024-11-13 19:35:56] Training step 156
[2024-11-13 19:36:08] Training step 157
[2024-11-13 19:36:20] Training step 158
[2024-11-13 19:36:32] Training step 159
[2024-11-13 19:36:44] Training step 160
[2024-11-13 19:36:56] Training step 161
[2024-11-13 19:37:07] Training step 162
[2024-11-13 19:37:19] Training step 163
[2024-11-13 19:37:31] Training step 164
[2024-11-13 19:37:42] Training step 165
[2024-11-13 19:37:54] Training step 166
[2024-11-13 19:38:06] Training step 167
[2024-11-13 19:38:17] Training step 168
[2024-11-13 19:38:29] Training step 169
[2024-11-13 19:38:41] Training step 170
[2024-11-13 19:38:53] Training step 171
[2024-11-13 19:39:05] Training step 172
[2024-11-13 19:39:17] Training step 173
[2024-11-13 19:39:28] Training step 174
[2024-11-13 19:39:40] Training step 175
[2024-11-13 19:39:52] Training step 176
[2024-11-13 19:40:04] Training step 177
[2024-11-13 19:40:15] Training step 178
[2024-11-13 19:40:27] Training step 179
[2024-11-13 19:40:39] Training step 180
[2024-11-13 19:40:51] Training step 181
[2024-11-13 19:41:03] Training step 182
[2024-11-13 19:41:15] Training step 183
[2024-11-13 19:41:26] Training step 184
[2024-11-13 19:41:38] Training step 185
[2024-11-13 19:41:50] Training step 186
[2024-11-13 19:42:02] Training step 187
[2024-11-13 19:42:14] Training step 188
[2024-11-13 19:42:26] Training client 3
[2024-11-13 19:42:26] Training step 1
[2024-11-13 19:42:38] Training step 2
[2024-11-13 19:42:50] Training step 3
[2024-11-13 19:43:01] Training step 4
[2024-11-13 19:43:13] Training step 5
[2024-11-13 19:43:25] Training step 6
[2024-11-13 19:43:37] Training step 7
[2024-11-13 19:43:48] Training step 8
[2024-11-13 19:44:00] Training step 9
[2024-11-13 19:44:12] Training step 10
[2024-11-13 19:44:23] Training step 11
[2024-11-13 19:44:35] Training step 12
[2024-11-13 19:44:47] Training step 13
[2024-11-13 19:44:58] Training step 14
[2024-11-13 19:45:10] Training step 15
[2024-11-13 19:45:22] Training step 16
[2024-11-13 19:45:34] Training step 17
[2024-11-13 19:45:46] Training step 18
[2024-11-13 19:45:57] Training step 19
[2024-11-13 19:46:09] Training step 20
[2024-11-13 19:46:21] Training step 21
[2024-11-13 19:46:33] Training step 22
[2024-11-13 19:46:45] Training step 23
[2024-11-13 19:46:57] Training step 24
[2024-11-13 19:47:09] Training step 25
[2024-11-13 19:47:20] Training step 26
[2024-11-13 19:47:32] Training step 27
[2024-11-13 19:47:44] Training step 28
[2024-11-13 19:47:56] Training step 29
[2024-11-13 19:48:08] Training step 30
[2024-11-13 19:48:20] Training step 31
[2024-11-13 19:48:32] Training step 32
[2024-11-13 19:48:44] Training step 33
[2024-11-13 19:48:56] Training step 34
[2024-11-13 19:49:08] Training step 35
[2024-11-13 19:49:19] Training step 36
[2024-11-13 19:49:31] Training step 37
[2024-11-13 19:49:43] Training step 38
[2024-11-13 19:49:54] Training step 39
[2024-11-13 19:50:06] Training step 40
[2024-11-13 19:50:18] Training step 41
[2024-11-13 19:50:29] Training step 42
[2024-11-13 19:50:41] Training step 43
[2024-11-13 19:50:53] Training step 44
[2024-11-13 19:51:05] Training step 45
[2024-11-13 19:51:17] Training step 46
[2024-11-13 19:51:28] Training step 47
[2024-11-13 19:51:40] Training step 48
[2024-11-13 19:51:52] Training step 49
[2024-11-13 19:52:04] Training step 50
[2024-11-13 19:52:16] Training step 51
[2024-11-13 19:52:28] Training step 52
[2024-11-13 19:52:40] Training step 53
[2024-11-13 19:52:51] Training step 54
[2024-11-13 19:53:03] Training step 55
[2024-11-13 19:53:15] Training step 56
[2024-11-13 19:53:27] Training step 57
[2024-11-13 19:53:39] Training step 58
[2024-11-13 19:53:51] Training step 59
[2024-11-13 19:54:03] Training step 60
[2024-11-13 19:54:15] Training step 61
[2024-11-13 19:54:27] Training step 62
[2024-11-13 19:54:39] Training step 63
[2024-11-13 19:54:51] Training step 64
[2024-11-13 19:55:02] Training step 65
[2024-11-13 19:55:14] Training step 66
[2024-11-13 19:55:26] Training step 67
[2024-11-13 19:55:37] Training step 68
[2024-11-13 19:55:49] Training step 69
[2024-11-13 19:56:01] Training step 70
[2024-11-13 19:56:12] Training step 71
[2024-11-13 19:56:24] Training step 72
[2024-11-13 19:56:36] Training step 73
[2024-11-13 19:56:48] Training step 74
[2024-11-13 19:57:00] Training step 75
[2024-11-13 19:57:11] Training step 76
[2024-11-13 19:57:23] Training step 77
[2024-11-13 19:57:35] Training step 78
[2024-11-13 19:57:47] Training step 79
[2024-11-13 19:57:59] Training step 80
[2024-11-13 19:58:10] Training step 81
[2024-11-13 19:58:22] Training step 82
[2024-11-13 19:58:34] Training step 83
[2024-11-13 19:58:46] Training step 84
[2024-11-13 19:58:58] Training step 85
[2024-11-13 19:59:10] Training step 86
[2024-11-13 19:59:22] Training step 87
[2024-11-13 19:59:34] Training step 88
[2024-11-13 19:59:46] Training step 89
[2024-11-13 19:59:58] Training step 90
[2024-11-13 20:00:09] Training step 91
[2024-11-13 20:00:21] Training step 92
[2024-11-13 20:00:33] Training step 93
[2024-11-13 20:00:45] Training step 94
[2024-11-13 20:00:57] Training step 95
[2024-11-13 20:01:09] Training step 96
[2024-11-13 20:01:20] Training step 97
[2024-11-13 20:01:32] Training step 98
[2024-11-13 20:01:44] Training step 99
[2024-11-13 20:01:56] Training step 100
[2024-11-13 20:02:07] Training step 101
[2024-11-13 20:02:19] Training step 102
[2024-11-13 20:02:30] Training step 103
[2024-11-13 20:02:42] Training step 104
[2024-11-13 20:02:54] Training step 105
[2024-11-13 20:03:06] Training step 106
[2024-11-13 20:03:18] Training step 107
[2024-11-13 20:03:30] Training step 108
[2024-11-13 20:03:42] Training step 109
[2024-11-13 20:03:53] Training step 110
[2024-11-13 20:04:05] Training step 111
[2024-11-13 20:04:17] Training step 112
[2024-11-13 20:04:29] Training step 113
[2024-11-13 20:04:41] Training step 114
[2024-11-13 20:04:53] Training step 115
[2024-11-13 20:05:04] Training step 116
[2024-11-13 20:05:16] Training step 117
[2024-11-13 20:05:28] Training step 118
[2024-11-13 20:05:40] Training step 119
[2024-11-13 20:05:52] Training step 120
[2024-11-13 20:06:04] Training step 121
[2024-11-13 20:06:16] Training step 122
[2024-11-13 20:06:28] Training step 123
[2024-11-13 20:06:40] Training step 124
[2024-11-13 20:06:52] Training step 125
[2024-11-13 20:07:03] Training step 126
[2024-11-13 20:07:15] Training step 127
[2024-11-13 20:07:27] Training step 128
[2024-11-13 20:07:38] Training step 129
[2024-11-13 20:07:50] Training step 130
[2024-11-13 20:08:02] Training step 131
[2024-11-13 20:08:13] Training step 132
[2024-11-13 20:08:25] Training step 133
[2024-11-13 20:08:36] Training step 134
[2024-11-13 20:08:48] Training step 135
[2024-11-13 20:09:00] Training step 136
[2024-11-13 20:09:12] Training step 137
[2024-11-13 20:09:24] Training step 138
[2024-11-13 20:09:36] Training step 139
[2024-11-13 20:09:47] Training step 140
[2024-11-13 20:09:59] Training step 141
[2024-11-13 20:10:11] Training step 142
[2024-11-13 20:10:23] Training step 143
[2024-11-13 20:10:35] Training step 144
[2024-11-13 20:10:46] Training step 145
[2024-11-13 20:10:58] Training step 146
[2024-11-13 20:11:10] Training step 147
[2024-11-13 20:11:22] Training step 148
[2024-11-13 20:11:34] Training step 149
[2024-11-13 20:11:46] Training step 150
[2024-11-13 20:11:58] Training step 151
[2024-11-13 20:12:10] Training step 152
[2024-11-13 20:12:21] Training step 153
[2024-11-13 20:12:33] Training step 154
[2024-11-13 20:12:45] Training step 155
[2024-11-13 20:12:57] Training step 156
[2024-11-13 20:13:08] Training step 157
[2024-11-13 20:13:20] Training step 158
[2024-11-13 20:13:32] Training step 159
[2024-11-13 20:13:43] Training step 160
[2024-11-13 20:13:55] Training step 161
[2024-11-13 20:14:07] Training step 162
[2024-11-13 20:14:18] Training step 163
[2024-11-13 20:14:30] Training step 164
[2024-11-13 20:14:42] Training step 165
[2024-11-13 20:14:53] Training step 166
[2024-11-13 20:15:05] Training step 167
[2024-11-13 20:15:17] Training step 168
[2024-11-13 20:15:29] Training step 169
[2024-11-13 20:15:40] Training step 170
[2024-11-13 20:15:52] Training step 171
[2024-11-13 20:16:04] Training step 172
[2024-11-13 20:16:16] Training step 173
[2024-11-13 20:16:28] Training step 174
[2024-11-13 20:16:40] Training step 175
[2024-11-13 20:16:51] Training step 176
[2024-11-13 20:17:03] Training step 177
[2024-11-13 20:17:15] Training step 178
[2024-11-13 20:17:27] Training step 179
[2024-11-13 20:17:39] Training step 180
[2024-11-13 20:17:51] Training step 181
[2024-11-13 20:18:03] Training step 182
[2024-11-13 20:18:15] Training step 183
[2024-11-13 20:18:26] Training step 184
[2024-11-13 20:18:38] Training step 185
[2024-11-13 20:18:50] Training step 186
[2024-11-13 20:19:02] Training step 187
[2024-11-13 20:19:14] Training step 188
[2024-11-13 20:19:25] Training client 4
[2024-11-13 20:19:25] Training step 1
[2024-11-13 20:19:37] Training step 2
[2024-11-13 20:19:49] Training step 3
[2024-11-13 20:20:00] Training step 4
[2024-11-13 20:20:12] Training step 5
[2024-11-13 20:20:23] Training step 6
[2024-11-13 20:20:35] Training step 7
[2024-11-13 20:20:47] Training step 8
[2024-11-13 20:20:59] Training step 9
[2024-11-13 20:21:10] Training step 10
[2024-11-13 20:21:22] Training step 11
[2024-11-13 20:21:34] Training step 12
[2024-11-13 20:21:45] Training step 13
[2024-11-13 20:21:57] Training step 14
[2024-11-13 20:22:09] Training step 15
[2024-11-13 20:22:21] Training step 16
[2024-11-13 20:22:33] Training step 17
[2024-11-13 20:22:44] Training step 18
[2024-11-13 20:22:56] Training step 19
[2024-11-13 20:23:08] Training step 20
[2024-11-13 20:23:20] Training step 21
[2024-11-13 20:23:32] Training step 22
[2024-11-13 20:23:43] Training step 23
[2024-11-13 20:23:55] Training step 24
[2024-11-13 20:24:07] Training step 25
[2024-11-13 20:24:19] Training step 26
[2024-11-13 20:24:31] Training step 27
[2024-11-13 20:24:43] Training step 28
[2024-11-13 20:24:55] Training step 29
[2024-11-13 20:25:06] Training step 30
[2024-11-13 20:25:18] Training step 31
[2024-11-13 20:25:30] Training step 32
[2024-11-13 20:25:42] Training step 33
[2024-11-13 20:25:53] Training step 34
[2024-11-13 20:26:05] Training step 35
[2024-11-13 20:26:16] Training step 36
[2024-11-13 20:26:28] Training step 37
[2024-11-13 20:26:40] Training step 38
[2024-11-13 20:26:52] Training step 39
[2024-11-13 20:27:03] Training step 40
[2024-11-13 20:27:15] Training step 41
[2024-11-13 20:27:27] Training step 42
[2024-11-13 20:27:39] Training step 43
[2024-11-13 20:27:50] Training step 44
[2024-11-13 20:28:02] Training step 45
[2024-11-13 20:28:14] Training step 46
[2024-11-13 20:28:26] Training step 47
[2024-11-13 20:28:38] Training step 48
[2024-11-13 20:28:49] Training step 49
[2024-11-13 20:29:01] Training step 50
[2024-11-13 20:29:13] Training step 51
[2024-11-13 20:29:25] Training step 52
[2024-11-13 20:29:37] Training step 53
[2024-11-13 20:29:49] Training step 54
[2024-11-13 20:30:01] Training step 55
[2024-11-13 20:30:12] Training step 56
[2024-11-13 20:30:24] Training step 57
[2024-11-13 20:30:36] Training step 58
[2024-11-13 20:30:48] Training step 59
[2024-11-13 20:30:59] Training step 60
[2024-11-13 20:31:11] Training step 61
[2024-11-13 20:31:23] Training step 62
[2024-11-13 20:31:34] Training step 63
[2024-11-13 20:31:46] Training step 64
[2024-11-13 20:31:58] Training step 65
[2024-11-13 20:32:09] Training step 66
[2024-11-13 20:32:21] Training step 67
[2024-11-13 20:32:32] Training step 68
[2024-11-13 20:32:44] Training step 69
[2024-11-13 20:32:56] Training step 70
[2024-11-13 20:33:08] Training step 71
[2024-11-13 20:33:19] Training step 72
[2024-11-13 20:33:31] Training step 73
[2024-11-13 20:33:43] Training step 74
[2024-11-13 20:33:55] Training step 75
[2024-11-13 20:34:06] Training step 76
[2024-11-13 20:34:18] Training step 77
[2024-11-13 20:34:30] Training step 78
[2024-11-13 20:34:42] Training step 79
[2024-11-13 20:34:53] Training step 80
[2024-11-13 20:35:05] Training step 81
[2024-11-13 20:35:17] Training step 82
[2024-11-13 20:35:29] Training step 83
[2024-11-13 20:35:41] Training step 84
[2024-11-13 20:35:53] Training step 85
[2024-11-13 20:36:05] Training step 86
[2024-11-13 20:36:16] Training step 87
[2024-11-13 20:36:28] Training step 88
[2024-11-13 20:36:40] Training step 89
[2024-11-13 20:36:52] Training step 90
[2024-11-13 20:37:03] Training step 91
[2024-11-13 20:37:15] Training step 92
[2024-11-13 20:37:27] Training step 93
[2024-11-13 20:37:38] Training step 94
[2024-11-13 20:37:50] Training step 95
[2024-11-13 20:38:02] Training step 96
[2024-11-13 20:38:13] Training step 97
[2024-11-13 20:38:25] Training step 98
[2024-11-13 20:38:37] Training step 99
[2024-11-13 20:38:49] Training step 100
[2024-11-13 20:39:00] Training step 101
[2024-11-13 20:39:12] Training step 102
[2024-11-13 20:39:24] Training step 103
[2024-11-13 20:39:36] Training step 104
[2024-11-13 20:39:48] Training step 105
[2024-11-13 20:39:59] Training step 106
[2024-11-13 20:40:11] Training step 107
[2024-11-13 20:40:23] Training step 108
[2024-11-13 20:40:35] Training step 109
[2024-11-13 20:40:47] Training step 110
[2024-11-13 20:40:58] Training step 111
[2024-11-13 20:41:10] Training step 112
[2024-11-13 20:41:22] Training step 113
[2024-11-13 20:41:34] Training step 114
[2024-11-13 20:41:46] Training step 115
[2024-11-13 20:41:58] Training step 116
[2024-11-13 20:42:10] Training step 117
[2024-11-13 20:42:21] Training step 118
[2024-11-13 20:42:33] Training step 119
[2024-11-13 20:42:45] Training step 120
[2024-11-13 20:42:57] Training step 121
[2024-11-13 20:43:08] Training step 122
[2024-11-13 20:43:20] Training step 123
[2024-11-13 20:43:32] Training step 124
[2024-11-13 20:43:43] Training step 125
[2024-11-13 20:43:55] Training step 126
